Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
7.774197430E-1,-5.288137794E-1,4.941477776E0,8.400302887E0,9.760273316E0
7.798218270E-1,-5.096712112E-1,4.960620403E0,8.385946274E0,9.756619006E0
7.822248470E-1,-5.144568682E-1,4.953442097E0,8.385946274E0,9.753222513E0
7.846278160E-1,-5.072783828E-1,4.965405941E0,8.385946274E0,9.758928344E0
7.870306810E-1,-5.048855543E-1,4.958227634E0,8.402695656E0,9.769556028E0
7.894344830E-1,-5.000999570E-1,4.970191956E0,8.383553505E0,9.758938334E0
7.918366180E-1,-5.216353536E-1,4.963013172E0,8.373981476E0,9.748187983E0
7.942395870E-1,-5.120640397E-1,4.970191956E0,8.383553505E0,9.759558752E0
7.966433370E-1,-5.240281820E-1,4.963013172E0,8.373981476E0,9.748316318E0
7.990454200E-1,-5.383850932E-1,4.967798710E0,8.359624863E0,9.739209946E0
8.014484410E-1,-5.048855543E-1,4.984548569E0,8.373981476E0,9.758288765E0
8.038514100E-1,-5.312066078E-1,4.977370262E0,8.354839325E0,9.739596261E0
8.062542740E-1,-5.407779217E-1,4.979763031E0,8.381160736E0,9.763930351E0
8.086580770E-1,-5.240281820E-1,4.977370262E0,8.388339043E0,9.767960491E0
8.110602120E-1,-5.288137794E-1,4.986941338E0,8.381160736E0,9.766938272E0
8.134631810E-1,-5.096712112E-1,5.006083965E0,8.381160736E0,9.775709524E0
8.158669310E-1,-5.120640397E-1,4.986941338E0,8.366803169E0,9.753726916E0
8.182690660E-1,-5.264210105E-1,4.984548569E0,8.393124580E0,9.775857187E0
8.206720350E-1,-4.857429862E-1,4.982155800E0,8.400302887E0,9.778696808E0
8.230750040E-1,-4.713860750E-1,4.972584724E0,8.407481194E0,9.779291574E0
8.254778680E-1,-4.833501875E-1,4.982155800E0,8.393124580E0,9.772412396E0
8.278816700E-1,-5.120640397E-1,4.970191956E0,8.405088425E0,9.778063667E0
8.302838060E-1,-4.833501875E-1,4.951049328E0,8.407481194E0,9.768943488E0
8.326867740E-1,-4.953143001E-1,4.960620403E0,8.390731812E0,9.759993411E0
8.350905240E-1,-4.905286431E-1,4.922335148E0,8.402695656E0,9.750656180E0
8.374926600E-1,-4.929214716E-1,4.924727917E0,8.393124580E0,9.743739367E0
8.398956290E-1,-4.905286431E-1,4.903192520E0,8.402695656E0,9.741006597E0
8.422985970E-1,-5.048855543E-1,4.879264355E0,8.378767967E0,9.709061886E0
8.447015660E-1,-5.024927258E-1,4.891228676E0,8.376375198E0,9.712892379E0
8.471052640E-1,-5.288137794E-1,4.893621445E0,8.390731812E0,9.727875163E0
8.495073990E-1,-5.072783828E-1,4.888835907E0,8.388339043E0,9.722256928E0
8.519104200E-1,-4.929214716E-1,4.896014214E0,8.381160736E0,9.718939348E0
8.543141180E-1,-4.905286431E-1,4.872086048E0,8.400302887E0,9.723318847E0
8.567162540E-1,-5.024927258E-1,4.905585289E0,8.397910118E0,9.738693974E0
8.591192220E-1,-4.857429862E-1,4.886443138E0,8.383553505E0,9.715824317E0
8.615221910E-1,-4.522434771E-1,4.893621445E0,8.378767967E0,9.713691762E0
8.639251600E-1,-4.809573591E-1,4.919942379E0,8.402695656E0,9.748971601E0
8.663288580E-1,-4.642075896E-1,4.912764072E0,8.390731812E0,9.734224152E0
8.687309930E-1,-4.785645306E-1,4.958227634E0,8.381160736E0,9.749712845E0
8.711340140E-1,-4.689932466E-1,4.951049328E0,8.369195938E0,9.735311231E0
8.735377120E-1,-4.761717021E-1,4.958227634E0,8.388339043E0,9.755767149E0
8.759398470E-1,-4.761717021E-1,4.963013172E0,8.362017632E0,9.735583090E0
8.783428680E-1,-4.546363056E-1,4.960620403E0,8.376375198E0,9.745671368E0
8.807457330E-1,-4.809573591E-1,4.974977493E0,8.362017632E0,9.741922804E0
8.831487540E-1,-4.929214716E-1,4.986941338E0,8.359624863E0,9.746583162E0
8.855525040E-1,-4.953143001E-1,5.013262749E0,8.373981476E0,9.772497398E0
8.879545870E-1,-4.953143001E-1,5.001298428E0,8.335697174E0,9.733558938E0
8.903576080E-1,-5.048855543E-1,5.013262749E0,8.369195938E0,9.768887012E0
8.927613060E-1,-5.072783828E-1,5.020441055E0,8.357232094E0,9.762452971E0
8.951634410E-1,-5.192425251E-1,5.027619362E0,8.354839325E0,9.764727820E0
8.975664620E-1,-5.359922647E-1,5.015655518E0,8.359624863E0,9.763575975E0
8.999693270E-1,-5.503492355E-1,5.015655518E0,8.352446556E0,9.758229759E0
9.023723470E-1,-5.694918036E-1,5.027619362E0,8.342875481E0,9.757297200E0
9.047760970E-1,-5.335994363E-1,5.030012131E0,8.369195938E0,9.779017898E0
9.071781810E-1,-5.551348329E-1,5.039583683E0,8.369195938E0,9.785142770E0
9.095812020E-1,-5.647061467E-1,5.022833824E0,8.364410400E0,9.772978768E0
9.119849520E-1,-5.838487148E-1,5.022833824E0,8.383553505E0,9.790490709E0
9.143870350E-1,-5.934200287E-1,5.025226593E0,8.409873962E0,9.814837223E0
9.167900560E-1,-5.958128572E-1,5.030012131E0,8.409873962E0,9.817433222E0
9.191930240E-1,-6.149554253E-1,5.037190914E0,8.390731812E0,9.805908566E0
9.215958890E-1,-6.125625968E-1,5.018048286E0,8.405088425E0,9.808239035E0
9.239996910E-1,-6.125625968E-1,5.022833824E0,8.414659500E0,9.818889299E0
9.264017740E-1,-6.149554253E-1,5.027619362E0,8.429017067E0,9.833791504E0
9.288047950E-1,-6.293123364E-1,5.018048286E0,8.445766449E0,9.844176630E0
9.312085450E-1,-6.053841114E-1,5.013262749E0,8.464909554E0,9.856672210E0
9.336106290E-1,-6.436693072E-1,5.001298428E0,8.436195374E0,9.828361436E0
9.360136490E-1,-6.412764788E-1,5.018048286E0,8.477172852E0,9.871904765E0
9.384166180E-1,-6.221339107E-1,4.986941338E0,8.462516785E0,9.842297742E0
9.408194830E-1,-6.604190469E-1,4.998905659E0,8.438588142E0,9.830309300E0
9.432232850E-1,-6.221339107E-1,4.989334106E0,8.455337524E0,9.837338974E0
9.456254200E-1,-6.197410822E-1,4.998905659E0,8.464909554E0,9.850270582E0
9.480283890E-1,-6.101697683E-1,4.994120121E0,8.481958389E0,9.861904534E0
9.504321390E-1,-6.293123364E-1,5.013262749E0,8.464909554E0,9.858170781E0
9.528342740E-1,-6.293123364E-1,5.001298428E0,8.472386360E0,9.858516654E0
9.552372430E-1,-6.340979934E-1,5.013262749E0,8.477172852E0,9.869009231E0
9.576402120E-1,-6.173482537E-1,4.977370262E0,8.479565620E0,9.851820477E0
9.600431810E-1,-6.580262184E-1,4.967798710E0,8.469993591E0,9.841382726E0
9.624468790E-1,-6.317051649E-1,5.003691196E0,8.460124016E0,9.849348982E0
9.648490140E-1,-6.149554253E-1,4.977370262E0,8.464909554E0,9.839058830E0
9.672519830E-1,-6.508477330E-1,4.984548569E0,8.467600822E0,9.847313892E0
9.696557330E-1,-6.388836503E-1,4.970191956E0,8.472386360E0,9.843389204E0
9.720578680E-1,-6.125625968E-1,4.967798710E0,8.462516785E0,9.832011355E0
9.744608370E-1,-6.364908218E-1,4.986941338E0,8.460124016E0,9.841158612E0
9.768638060E-1,-6.269195080E-1,4.965405941E0,8.443373680E0,9.815235266E0
9.792667740E-1,-6.245267391E-1,4.972584724E0,8.469993591E0,9.841616937E0
9.816704720E-1,-6.125625968E-1,4.958227634E0,8.464909554E0,9.829239440E0
9.840726080E-1,-6.245267391E-1,4.963013172E0,8.472386360E0,9.838844649E0
9.864756290E-1,-6.269195080E-1,4.965405941E0,8.474779129E0,9.842264247E0
9.888793270E-1,-6.149554253E-1,4.953442097E0,8.462516785E0,9.824914713E0
9.912814620E-1,-6.149554253E-1,4.960620403E0,8.455337524E0,9.822354993E0
9.936844310E-1,-5.910272002E-1,4.955834866E0,8.433802605E0,9.799930548E0
9.960873990E-1,-5.958128572E-1,4.936692238E0,8.436195374E0,9.792615360E0
9.984903680E-1,-6.005984545E-1,4.946263313E0,8.457730293E0,9.816284479E0
1.000894066E0,-6.077769399E-1,4.934299469E0,8.445766449E0,9.800391572E0
1.003296202E0,-6.005984545E-1,4.946263313E0,8.429017067E0,9.791555953E0
1.005699222E0,-5.862415433E-1,4.939085007E0,8.452944756E0,9.807676325E0
1.008102920E0,-5.862415433E-1,4.931906700E0,8.462516785E0,9.812317421E0
1.010505056E0,-5.910272002E-1,4.917549610E0,8.448159218E0,9.793007786E0
1.012908077E0,-5.766702294E-1,4.924727917E0,8.452944756E0,9.799886155E0
1.015310941E0,-5.670989752E-1,4.912764072E0,8.450551987E0,9.791255331E0
1.017713962E0,-5.694918036E-1,4.910371304E0,8.467600822E0,9.804913612E0
1.020117712E0,-5.551348329E-1,4.922335148E0,8.448159218E0,9.793311603E0
1.022519795E0,-5.288137794E-1,4.915156841E0,8.464909554E0,9.802709041E0
1.024922816E0,-5.168496966E-1,4.907978535E0,8.455337524E0,9.790205287E0
1.027326566E0,-4.833501875E-1,4.903192520E0,8.460124016E0,9.790230981E0
1.029728649E0,-4.737788737E-1,4.907978535E0,8.440980911E0,9.775626755E0
1.032131670E0,-4.642075896E-1,4.879264355E0,8.433802605E0,9.754575117E0
1.034534639E0,-4.426721931E-1,4.891228676E0,8.445766449E0,9.769905196E0
1.036937504E0,-4.618147612E-1,4.888835907E0,8.429017067E0,9.755117535E0
1.039341306E0,-4.522434771E-1,4.872086048E0,8.424231529E0,9.742146759E0
1.041743441E0,-4.256233275E-1,4.881657124E0,8.412266731E0,9.735397426E0
1.044146410E0,-4.280161560E-1,4.855336189E0,8.400302887E0,9.711981051E0
1.046550160E0,-4.232304990E-1,4.862514496E0,8.381160736E0,9.698815730E0
1.048952295E0,-4.184448719E-1,4.831408024E0,8.371588707E0,9.674765996E0
1.051355264E0,-4.112663865E-1,4.802694321E0,8.383553505E0,9.670521297E0
1.053758233E0,-3.921238184E-1,4.809872627E0,8.357232094E0,9.650490353E0
1.056161097E0,-3.825525343E-1,4.809872627E0,8.357232094E0,9.650106186E0
1.058564899E0,-3.969094455E-1,4.807479858E0,8.333304405E0,9.628777804E0
1.060967035E0,-4.016951025E-1,4.838586330E0,8.299804688E0,9.615614098E0
1.063370056E0,-4.088735580E-1,4.831408024E0,8.306982994E0,9.618505473E0
1.065773754E0,-3.825525343E-1,4.817050934E0,8.314161301E0,9.616423674E0
1.068175889E0,-3.945166469E-1,4.831408024E0,8.299804688E0,9.611706650E0
1.070578858E0,-4.136592150E-1,4.845765114E0,8.321339607E0,9.638321760E0
1.072981827E0,-4.184448719E-1,4.869693279E0,8.326125145E0,9.654707073E0
1.075384795E0,-4.450650215E-1,4.869693279E0,8.321339607E0,9.651771255E0
1.077788493E0,-4.280161560E-1,4.881657124E0,8.333304405E0,9.667354158E0
1.080190629E0,-4.402793646E-1,4.888835907E0,8.352446556E0,9.688030033E0
1.082593649E0,-4.570291340E-1,4.888835907E0,8.362017632E0,9.697057854E0
1.084997347E0,-4.522434771E-1,4.910371304E0,8.381160736E0,9.724203093E0
1.087399483E0,-4.881358147E-1,4.905585289E0,8.407481194E0,9.746218940E0
1.089802504E0,-5.048855543E-1,4.900799751E0,8.397910118E0,9.736408063E0
1.092205368E0,-5.144568682E-1,4.905585289E0,8.405088425E0,9.745508931E0
1.094608389E0,-5.216353536E-1,4.907978535E0,8.417053223E0,9.757414703E0
1.097012139E0,-5.455635786E-1,4.907978535E0,8.448159218E0,9.785565241E0
1.099414222E0,-5.312066078E-1,4.896014214E0,8.452944756E0,9.782914222E0
1.101817243E0,-5.503492355E-1,4.900799751E0,8.452944756E0,9.786367943E0
1.104220993E0,-5.599204898E-1,4.907978535E0,8.452944756E0,9.790507612E0
1.106623077E0,-5.479564071E-1,4.917549610E0,8.479565620E0,9.817615979E0
1.109026097E0,-5.647061467E-1,4.888835907E0,8.493922234E0,9.816635089E0
1.111429066E0,-5.575276613E-1,4.910371304E0,8.493922234E0,9.826967912E0
1.113831931E0,-5.647061467E-1,4.900799751E0,8.479565620E0,9.810186764E0
1.116235733E0,-5.766702294E-1,4.910371304E0,8.479565620E0,9.815667476E0
1.118637868E0,-5.670989752E-1,4.907978535E0,8.493922234E0,9.826320240E0
1.121040837E0,-5.838487148E-1,4.917549610E0,8.496315002E0,9.834151825E0
1.123444587E0,-5.575276613E-1,4.917549610E0,8.496315002E0,9.832624262E0
1.125846722E0,-5.742774606E-1,4.905585289E0,8.477172852E0,9.811066261E0
1.128249691E0,-5.694918036E-1,4.922335148E0,8.484351158E0,9.825371179E0
1.130652660E0,-5.647061467E-1,4.927121162E0,8.467600822E0,9.813036211E0
1.133055524E0,-5.718846321E-1,4.934299469E0,8.472386360E0,9.821185973E0
1.135459327E0,-5.647061467E-1,4.919942379E0,8.479565620E0,9.819763702E0
1.137861462E0,-5.503492355E-1,4.929513931E0,8.464909554E0,9.811100123E0
1.140264483E0,-5.694918036E-1,4.941477776E0,8.457730293E0,9.812019427E0
1.142668181E0,-5.288137794E-1,4.946263313E0,8.445766449E0,9.801843484E0
1.145070316E0,-5.407779217E-1,4.927121162E0,8.436195374E0,9.784597901E0
1.147473285E0,-5.383850932E-1,4.939085007E0,8.433802605E0,9.788434277E0
1.149876254E0,-5.312066078E-1,4.946263313E0,8.424231529E0,9.783423638E0
1.152279222E0,-5.623133183E-1,4.941477776E0,8.407481194E0,9.768323239E0
1.154682920E0,-5.312066078E-1,4.941477776E0,8.417053223E0,9.774823171E0
1.157085056E0,-5.479564071E-1,4.924727917E0,8.419445992E0,9.769353719E0
1.159488077E0,-5.838487148E-1,4.934299469E0,8.405088425E0,9.763897890E0
1.161891774E0,-5.958128572E-1,4.946263313E0,8.388339043E0,9.756266992E0
1.164293910E0,-5.982056856E-1,4.931906700E0,8.402695656E0,9.761498247E0
1.166696931E0,-5.790630579E-1,4.951049328E0,8.393124580E0,9.761800228E0
1.169099795E0,-6.005984545E-1,4.951049328E0,8.409873962E0,9.777504181E0
1.171502816E0,-5.910272002E-1,4.948656559E0,8.407481194E0,9.773651053E0
1.173906566E0,-5.934200287E-1,4.953442097E0,8.400302887E0,9.770047315E0
1.176308649E0,-6.221339107E-1,4.974977493E0,8.385946274E0,9.770442496E0
1.178711670E0,-5.934200287E-1,4.979763031E0,8.421838760E0,9.801915898E0
1.181115420E0,-6.029912829E-1,4.979763031E0,8.407481194E0,9.790167432E0
1.183517504E0,-6.101697683E-1,4.991727352E0,8.419445992E0,9.806973025E0
1.185920524E0,-6.245267391E-1,4.994120121E0,8.414659500E0,9.804986687E0
1.188323493E0,-6.412764788E-1,5.001298428E0,8.412266731E0,9.807673172E0
1.190726358E0,-6.364908218E-1,4.982155800E0,8.438588142E0,9.820222341E0
1.193130160E0,-6.364908218E-1,4.986941338E0,8.424231529E0,9.810320144E0
1.195532295E0,-6.293123364E-1,5.001298428E0,8.433802605E0,9.825377670E0
1.197935264E0,-6.460621357E-1,4.974977493E0,8.474779129E0,9.848333800E0
1.200339014E0,-6.556333899E-1,4.996512890E0,8.462516785E0,9.849324166E0
1.202741149E0,-6.675975323E-1,4.994120121E0,8.484351158E0,9.867681431E0
1.205144118E0,-6.699903607E-1,4.996512890E0,8.462516785E0,9.850290274E0
1.207547087E0,-6.939185858E-1,4.974977493E0,8.474779129E0,9.851588976E0
1.209950056E0,-6.771687865E-1,4.965405941E0,8.484351158E0,9.853833178E0
1.212353754E0,-6.843472719E-1,4.965405941E0,8.489136696E0,9.858449634E0
1.214755889E0,-6.891329288E-1,4.982155800E0,8.498707771E0,9.875465275E0
1.217158910E0,-6.939185858E-1,4.979763031E0,8.496315002E0,9.872534197E0
1.219562608E0,-6.843472719E-1,4.943870544E0,8.493922234E0,9.851746143E0
1.221964743E0,-6.891329288E-1,4.958227634E0,8.534600258E0,9.894358344E0
1.224367764E0,-6.723831892E-1,4.946263313E0,8.503493309E0,9.860376178E0
1.226770629E0,-6.795616150E-1,4.951049328E0,8.498707771E0,9.859144345E0
1.229173649E0,-6.747759581E-1,4.948656559E0,8.520243645E0,9.876187326E0
1.231577399E0,-6.556333899E-1,4.951049328E0,8.491529465E0,9.851335810E0
1.233979483E0,-6.508477330E-1,4.967798710E0,8.510671616E0,9.875938342E0
1.236382504E0,-6.412764788E-1,4.953442097E0,8.510671616E0,9.868097865E0
1.238786254E0,-6.364908218E-1,4.936692238E0,8.489136696E0,9.840807521E0
1.241188337E0,-6.340979934E-1,4.951049328E0,8.484351158E0,9.843738329E0
1.243591358E0,-6.556333899E-1,4.936692238E0,8.481958389E0,9.835873297E0
1.245994327E0,-6.245267391E-1,4.929513931E0,8.467600822E0,9.817861526E0
1.248397191E0,-6.029912829E-1,4.924727917E0,8.464909554E0,9.811790728E0
1.250800993E0,-6.029912829E-1,4.929513931E0,8.464909554E0,9.814193794E0
1.253203129E0,-5.766702294E-1,4.946263313E0,8.443373680E0,9.802480728E0
1.255606097E0,-5.910272002E-1,4.922335148E0,8.452944756E0,9.799539351E0
1.258009847E0,-5.766702294E-1,4.936692238E0,8.445766449E0,9.799716818E0
1.260411983E0,-5.575276613E-1,4.922335148E0,8.450551987E0,9.795511691E0
1.262814952E0,-5.647061467E-1,4.946263313E0,8.414659500E0,9.777060310E0
1.265217920E0,-5.647061467E-1,4.922335148E0,8.409873962E0,9.760853262E0
1.267620889E0,-5.503492355E-1,4.936692238E0,8.393124580E0,9.752863926E0
1.270024587E0,-5.551348329E-1,4.912764072E0,8.345268250E0,9.699841631E0
1.272426722E0,-5.647061467E-1,4.941477776E0,8.342875481E0,9.712912381E0
1.274829743E0,-5.527420044E-1,4.922335148E0,8.347661018E0,9.706613802E0
1.277233441E0,-5.647061467E-1,4.912764072E0,8.328517914E0,9.685987534E0
1.279635577E0,-5.383850932E-1,4.922335148E0,8.328517914E0,9.689347370E0
1.282038597E0,-5.575276613E-1,4.898406982E0,8.316554070E0,9.668003912E0
1.284441462E0,-5.527420044E-1,4.900799751E0,8.340482712E0,9.689531144E0
1.286844483E0,-5.407779217E-1,4.898406982E0,8.323732376E0,9.673228644E0
1.289248233E0,-5.407779217E-1,4.905585289E0,8.338089943E0,9.689218322E0
1.291650316E0,-5.383850932E-1,4.896014214E0,8.330910683E0,9.678062125E0
1.294053337E0,-5.264210105E-1,4.896014214E0,8.323732376E0,9.671225100E0
1.296457087E0,-5.096712112E-1,4.917549610E0,8.328517914E0,9.685363677E0
1.298859170E0,-5.455635786E-1,4.905585289E0,8.350053787E0,9.699783755E0
1.301262191E0,-5.192425251E-1,4.893621445E0,8.373981476E0,9.712914568E0
1.303665160E0,-5.168496966E-1,4.898406982E0,8.381160736E0,9.721387754E0
1.306068024E0,-5.335994363E-1,4.917549610E0,8.383553505E0,9.734012117E0
1.308471827E0,-5.335994363E-1,4.910371304E0,8.376375198E0,9.724203626E0
1.310873962E0,-5.335994363E-1,4.919942379E0,8.381160736E0,9.733160671E0
1.313276931E0,-5.192425251E-1,4.893621445E0,8.412266731E0,9.745941473E0
1.315680681E0,-5.192425251E-1,4.900799751E0,8.419445992E0,9.755743017E0
1.318082816E0,-5.312066078E-1,4.900799751E0,8.436195374E0,9.770844950E0
1.320485785E0,-5.335994363E-1,4.888835907E0,8.433802605E0,9.762913052E0
1.322888754E0,-5.192425251E-1,4.891228676E0,8.443373680E0,9.771606309E0
1.325291722E0,-5.120640397E-1,4.864907742E0,8.438588142E0,9.753938012E0
1.327695420E0,-5.000999570E-1,4.852943420E0,8.431409836E0,9.741141187E0
1.330097556E0,-5.288137794E-1,4.852943420E0,8.438588142E0,9.748870380E0
1.332500577E0,-5.144568682E-1,4.857728958E0,8.448159218E0,9.758769936E0
1.334904274E0,-4.977070987E-1,4.831408024E0,8.467600822E0,9.761684257E0
1.337306410E0,-5.072783828E-1,4.836193562E0,8.455337524E0,9.753913685E0
1.339709431E0,-4.929214716E-1,4.840979099E0,8.460124016E0,9.759700230E0
1.342112399E0,-4.929214716E-1,4.848157883E0,8.472386360E0,9.773890580E0
1.344515264E0,-4.809573591E-1,4.872086048E0,8.479565620E0,9.791403145E0
1.346919066E0,-4.809573591E-1,4.876871586E0,8.452944756E0,9.770745698E0
1.349321149E0,-4.737788737E-1,4.869693279E0,8.462516785E0,9.775099457E0
1.351724170E0,-4.689932466E-1,4.850550652E0,8.464909554E0,9.767419825E0
1.354127920E0,-4.522434771E-1,4.857728958E0,8.460124016E0,9.766051052E0
1.356530004E0,-4.498506486E-1,4.867300510E0,8.469993591E0,9.779252083E0
1.358933024E0,-4.375874400E-1,4.857728958E0,8.486743927E0,9.788454213E0
1.361335993E0,-4.474578202E-1,4.876871586E0,8.489136696E0,9.800486560E0
1.363738858E0,-4.642075896E-1,4.869693279E0,8.503493309E0,9.810137602E0
1.366142660E0,-4.642075896E-1,4.860121727E0,8.527421951E0,9.826148636E0
1.368544795E0,-4.785645306E-1,4.843372345E0,8.505886078E0,9.799866206E0
1.370947764E0,-4.713860750E-1,4.845765114E0,8.525029182E0,9.817319743E0
1.373351514E0,-4.594219327E-1,4.848157883E0,8.508278847E0,9.803392897E0
1.375753649E0,-4.618147612E-1,4.831408024E0,8.491529465E0,9.780687553E0
1.378156618E0,-4.785645306E-1,4.836193562E0,8.539385796E0,9.825421209E0
1.380559587E0,-4.977070987E-1,4.812265396E0,8.558527946E0,9.831277191E0
1.382962556E0,-5.096712112E-1,4.826622486E0,8.525029182E0,9.809799790E0
1.385366306E0,-5.216353536E-1,4.833800793E0,8.546564102E0,9.832674687E0
1.387768389E0,-5.216353536E-1,4.812265396E0,8.536993027E0,9.813778662E0
1.390171410E0,-5.288137794E-1,4.824229717E0,8.546564102E0,9.828356644E0
1.392575160E0,-5.144568682E-1,4.843372345E0,8.565707207E0,9.853642042E0
1.394977243E0,-5.168496966E-1,4.821836948E0,8.556135178E0,9.834871344E0
1.397380264E0,-4.953143001E-1,4.831408024E0,8.548956871E0,9.832217620E0
1.399783233E0,-5.024927258E-1,4.829015255E0,8.544171333E0,9.827245344E0
1.402186097E0,-5.024927258E-1,4.819443703E0,8.536993027E0,9.816302078E0
1.404589899E0,-5.096712112E-1,4.831408024E0,8.558527946E0,9.841273741E0
1.406992035E0,-5.120640397E-1,4.831408024E0,8.527421951E0,9.814358777E0
1.409395004E0,-4.977070987E-1,4.833800793E0,8.532207489E0,9.818956518E0
1.411798754E0,-4.953143001E-1,4.829015255E0,8.536993027E0,9.820640230E0
1.414200889E0,-5.120640397E-1,4.809872627E0,8.513064384E0,9.791289470E0
1.416603858E0,-5.000999570E-1,4.831408024E0,8.527421951E0,9.813741824E0
1.419006827E0,-5.072783828E-1,4.824229717E0,8.510671616E0,9.796022411E0
1.421409795E0,-5.024927258E-1,4.840979099E0,8.515457153E0,9.808189849E0
1.423813493E0,-5.216353536E-1,4.840979099E0,8.517850876E0,9.811267279E0
1.426215629E0,-4.953143001E-1,4.838586330E0,8.496315002E0,9.790026688E0
1.428618649E0,-5.216353536E-1,4.845765114E0,8.508278847E0,9.805322632E0
1.431022347E0,-5.120640397E-1,4.860121727E0,8.510671616E0,9.813996338E0
1.433424483E0,-5.168496966E-1,4.862514496E0,8.491529465E0,9.798839395E0
1.435827504E0,-5.455635786E-1,4.860121727E0,8.510671616E0,9.815801249E0
1.438230472E0,-5.192425251E-1,4.850550652E0,8.515457153E0,9.813789531E0
1.440633441E0,-5.623133183E-1,4.857728958E0,8.503493309E0,9.809338681E0
1.443037139E0,-5.551348329E-1,4.876871586E0,8.522636414E0,9.835008011E0
1.445439222E0,-5.742774606E-1,4.867300510E0,8.508278847E0,9.818921417E0
1.447842243E0,-5.886343718E-1,4.860121727E0,8.508278847E0,9.816215287E0
1.450245993E0,-5.958128572E-1,4.864907742E0,8.517850876E0,9.827314172E0
1.452648129E0,-6.077769399E-1,4.864907742E0,8.534600258E0,9.842566825E0
1.455051097E0,-6.125625968E-1,4.850550652E0,8.534600258E0,9.835775319E0
1.457454066E0,-6.173482537E-1,4.848157883E0,8.510671616E0,9.814137001E0
1.459857035E0,-6.388836503E-1,4.838586330E0,8.517850876E0,9.817019585E0
1.462260733E0,-6.245267391E-1,4.831408024E0,8.513064384E0,9.808404679E0
1.464662868E0,-6.197410822E-1,4.833800793E0,8.498707771E0,9.796823102E0
1.467065889E0,-6.364908218E-1,4.838586330E0,8.493922234E0,9.796109082E0
1.469469587E0,-6.317051649E-1,4.848157883E0,8.522636414E0,9.825427101E0
1.471871722E0,-6.317051649E-1,4.826622486E0,8.505886078E0,9.800277241E0
1.474274743E0,-6.388836503E-1,4.860121727E0,8.517850876E0,9.827651757E0
1.476677608E0,-6.125625968E-1,4.843372345E0,8.496315002E0,9.799023279E0
1.479080629E0,-6.125625968E-1,4.850550652E0,8.510671616E0,9.815019404E0
1.481484379E0,-6.364908218E-1,4.829015255E0,8.505886078E0,9.801765498E0
1.483886514E0,-6.077769399E-1,4.848157883E0,8.496315002E0,9.801091586E0
1.486289483E0,-6.221339107E-1,4.840979099E0,8.455337524E0,9.762933058E0
1.488693233E0,-5.958128572E-1,4.838586330E0,8.448159218E0,9.753886651E0
1.491095316E0,-5.814558864E-1,4.862514496E0,8.443373680E0,9.760773395E0
1.493498337E0,-5.431707501E-1,4.855336189E0,8.429017067E0,9.742569101E0
1.495901306E0,-5.575276613E-1,4.852943420E0,8.407481194E0,9.723560919E0
1.498304274E0,-5.647061467E-1,4.860121727E0,8.383553505E0,9.706886504E0
1.500707972E0,-5.359922647E-1,4.852943420E0,8.393124580E0,9.709937578E0
1.503110108E0,-5.335994363E-1,4.867300510E0,8.371588707E0,9.698393686E0
1.505513129E0,-5.216353536E-1,4.862514496E0,8.383553505E0,9.705674631E0
1.507916827E0,-5.288137794E-1,4.845765114E0,8.390731812E0,9.703889111E0
