Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
8.206385620E-1,-1.497950196E0,-2.141477823E0,-5.864133835E-1,2.678369413E0
8.230404890E-1,-1.473516345E0,-2.087723255E0,-5.974085927E-1,2.624259102E0
8.254431970E-1,-1.441599488E0,-2.027860165E0,-6.108472347E-1,2.561944628E0
8.278467910E-1,-1.408613801E0,-1.960667014E0,-6.267293096E-1,2.494232870E0
8.302494470E-1,-1.369519591E0,-1.887365341E0,-6.438329816E-1,2.419142978E0
8.326513750E-1,-1.325538516E0,-1.807802439E0,-6.609367132E-1,2.337100630E0
8.350541870E-1,-1.280335903E0,-1.722283840E0,-6.780404449E-1,2.250613360E0
8.374576770E-1,-1.226581335E0,-1.631878495E0,-6.963658929E-1,2.156954949E0
8.398603850E-1,-1.170383334E0,-1.535364628E0,-7.134696245E-1,2.058198386E0
8.422623120E-1,-1.106855273E0,-1.437628984E0,-7.293516397E-1,1.955469127E0
8.446650200E-1,-1.043327093E0,-1.341115117E0,-7.476770282E-1,1.856378765E0
8.470686140E-1,-9.736905098E-1,-1.245823026E0,-7.623373866E-1,1.755365065E0
8.494712700E-1,-9.016105533E-1,-1.150530815E0,-7.745543122E-1,1.654254252E0
8.518732500E-1,-8.283088803E-1,-1.058903694E0,-7.879929543E-1,1.558302131E0
8.542759580E-1,-7.513421178E-1,-9.721634388E-1,-7.989882231E-1,1.465605305E0
8.566795000E-1,-6.731536984E-1,-8.854231238E-1,-8.087617755E-1,1.375211118E0
8.590822080E-1,-5.925218463E-1,-8.047912717E-1,-8.185353279E-1,1.291809279E0
8.614841350E-1,-5.118899941E-1,-7.290462255E-1,-8.222004175E-1,1.212251332E0
8.638868430E-1,-4.349232614E-1,-6.545228362E-1,-8.270871639E-1,1.140890689E0
8.662904370E-1,-3.579564989E-1,-5.848862529E-1,-8.270871639E-1,1.074382595E0
8.686930930E-1,-2.846548259E-1,-5.140279531E-1,-8.246437907E-1,1.012566288E0
8.710950200E-1,-2.137965411E-1,-4.468347728E-1,-8.173136115E-1,9.557048785E-1
8.734978330E-1,-1.453816444E-1,-3.820849657E-1,-8.087617755E-1,9.062120905E-1
8.759013220E-1,-7.818844914E-2,-3.197785318E-1,-7.977665067E-1,8.630197809E-1
8.783040310E-1,-1.710372418E-2,-2.635805905E-1,-7.879929543E-1,8.310837268E-1
8.807059580E-1,4.275930673E-2,-2.086043358E-1,-7.733326554E-1,8.021144078E-1
8.831086660E-1,1.026223376E-1,-1.597365588E-1,-7.598940134E-1,7.832534864E-1
8.855122600E-1,1.514901221E-1,-1.120904684E-1,-7.440119386E-1,7.675071954E-1
8.879149160E-1,2.015796006E-1,-6.566607952E-2,-7.281299233E-1,7.583663723E-1
8.903168430E-1,2.443388999E-1,-2.290677279E-2,-7.098045349E-1,7.510317543E-1
8.927196560E-1,2.846548259E-1,1.618745178E-2,-6.902574301E-1,7.468237565E-1
8.951231450E-1,3.225273490E-1,5.650337040E-2,-6.707102656E-1,7.463704055E-1
8.975258020E-1,3.506263196E-1,9.559759498E-2,-6.499415040E-1,7.446486922E-1
8.999277810E-1,3.775036037E-1,1.298050433E-1,-6.291726828E-1,7.451285693E-1
9.023304890E-1,3.958290219E-1,1.640124917E-1,-6.084038615E-1,7.441343768E-1
9.047340830E-1,4.080459774E-1,1.969982386E-1,-5.876350403E-1,7.420409464E-1
9.071367390E-1,4.214846194E-1,2.238755226E-1,-5.680879354E-1,7.419524489E-1
9.095386660E-1,4.263713956E-1,2.507528067E-1,-5.485408306E-1,7.386247896E-1
9.119414790E-1,4.312581718E-1,2.776300907E-1,-5.338805318E-1,7.403313449E-1
9.143449680E-1,4.373666346E-1,3.020639718E-1,-5.216635466E-1,7.447583984E-1
9.167476250E-1,4.349232614E-1,3.240544796E-1,-5.118899941E-1,7.457887872E-1
9.191496040E-1,4.324798584E-1,3.472666740E-1,-5.057815313E-1,7.506316862E-1
9.215523120E-1,4.312581718E-1,3.680354655E-1,-5.045598149E-1,7.589560735E-1
9.239559060E-1,4.275930822E-1,3.888042867E-1,-5.057815313E-1,7.679971190E-1
9.263585620E-1,4.251496792E-1,4.095730782E-1,-5.131117105E-1,7.821674907E-1
9.287604890E-1,4.214846194E-1,4.340069890E-1,-5.228852630E-1,7.996376361E-1
9.311633020E-1,4.129327536E-1,4.572191834E-1,-5.351021886E-1,8.160252404E-1
9.335667910E-1,4.104893506E-1,4.804313779E-1,-5.522059202E-1,8.391943721E-1
9.359694470E-1,4.056025743E-1,5.060869455E-1,-5.693096519E-1,8.629895274E-1
9.383714270E-1,4.007157981E-1,5.317425132E-1,-5.913001299E-1,8.904825067E-1
9.407741350E-1,3.970507085E-1,5.549547076E-1,-6.120689511E-1,9.166528206E-1
9.431776770E-1,3.982724249E-1,5.781669021E-1,-6.389462352E-1,9.492893039E-1
9.455803850E-1,3.933856487E-1,6.001574397E-1,-6.658235192E-1,9.789086678E-1
9.479823120E-1,3.946073353E-1,6.209262609E-1,-6.975875497E-1,1.013850462E0
9.503850200E-1,3.970507085E-1,6.392516494E-1,-7.269082665E-1,1.046273179E0
9.527886140E-1,4.019374847E-1,6.600204706E-1,-7.586722970E-1,1.082942481E0
9.551912700E-1,4.092676640E-1,6.820109487E-1,-7.904363275E-1,1.121351213E0
9.575932500E-1,4.153761268E-1,6.991146803E-1,-8.234221339E-1,1.157291093E0
9.599959580E-1,4.251496792E-1,7.174401283E-1,-8.539644480E-1,1.193619649E0
9.623995000E-1,4.349232614E-1,7.345438004E-1,-8.857285380E-1,1.230133278E0
9.648022080E-1,4.471401870E-1,7.504258752E-1,-9.113841057E-1,1.262416068E0
9.672041350E-1,4.630222321E-1,7.650861740E-1,-9.358180165E-1,1.294411759E0
9.696068430E-1,4.776825607E-1,7.699729800E-1,-9.565867782E-1,1.317610444E0
9.720104370E-1,4.972296655E-1,7.699729800E-1,-9.761339426E-1,1.339004557E0
9.744130930E-1,5.106683373E-1,7.601994276E-1,-9.920159578E-1,1.350104063E0
9.768150720E-1,5.314370990E-1,7.430956960E-1,-1.004232883E0,1.357608297E0
9.792177810E-1,5.534276366E-1,7.186617851E-1,-1.014006495E0,1.360502144E0
9.816213220E-1,5.741963983E-1,6.905628443E-1,-1.016449809E0,1.356373385E0
9.840240310E-1,5.974085927E-1,6.600204706E-1,-1.017671585E0,1.352101883E0
9.864259580E-1,6.169557571E-1,6.258130074E-1,-1.012784719E0,1.340898659E0
9.888286660E-1,6.377245188E-1,5.928272605E-1,-1.004232883E0,1.329142734E0
9.912322600E-1,6.597150564E-1,5.610632300E-1,-9.907942414E-1,1.315936599E0
9.936349160E-1,6.817055345E-1,5.305208564E-1,-9.724688530E-1,1.300719218E0
9.960368430E-1,6.963658929E-1,5.060869455E-1,-9.529217482E-1,1.284176511E0
9.984396560E-1,7.134696245E-1,4.877615273E-1,-9.272661209E-1,1.267585371E0
1.000843145E0,7.366818190E-1,4.755446017E-1,-8.955020905E-1,1.253302344E0
1.003245854E0,7.525638342E-1,4.682144225E-1,-8.625163436E-1,1.236734213E0
1.005647781E0,7.696675658E-1,4.596625566E-1,-8.246437907E-1,1.218078491E0
1.008050489E0,7.928797603E-1,4.462239146E-1,-7.855495811E-1,1.202024226E0
1.010454083E0,8.124268651E-1,4.291202128E-1,-7.415685654E-1,1.180722451E0
1.012856739E0,8.331956863E-1,4.010212123E-1,-6.988092661E-1,1.159037297E0
1.015258666E0,8.551861644E-1,3.668137789E-1,-6.548282504E-1,1.137846985E0
1.017661479E0,8.783983588E-1,3.216110766E-1,-6.084038615E-1,1.115873030E0
1.020064968E0,9.016105533E-1,2.678565085E-1,-5.595360994E-1,1.094408217E0
1.022467677E0,9.199360013E-1,2.104368806E-1,-5.094466209E-1,1.072427987E0
1.024869604E0,9.333745837E-1,1.505738497E-1,-4.581354558E-1,1.050594448E0
1.027272312E0,9.394831061E-1,8.948912472E-2,-4.068242610E-1,1.027688080E0
1.029675906E0,9.455915689E-1,3.084778599E-2,-3.506263196E-1,1.008976619E0
1.032078562E0,9.382613897E-1,-2.168507688E-2,-2.944283783E-1,9.836120922E-1
1.034480489E0,9.211576581E-1,-6.566607952E-2,-2.382304370E-1,9.537280567E-1
1.036883302E0,8.991671801E-1,-9.743013978E-2,-1.820324808E-1,9.225671108E-1
1.039286791E0,8.661814332E-1,-1.206423342E-1,-1.221694499E-1,8.830346667E-1
1.041689447E0,8.234221339E-1,-1.328592747E-1,-6.230641901E-2,8.363956524E-1
1.044091427E0,7.684458494E-1,-1.340809762E-1,-3.665083554E-3,7.800642054E-1
1.046494135E0,7.085828185E-1,-1.230857223E-1,5.497625470E-2,7.212919619E-1
1.048897729E0,6.401679516E-1,-1.035386100E-1,1.123958975E-1,6.581550636E-1
1.051300385E0,5.607577562E-1,-7.666133344E-2,1.685938388E-1,5.905506784E-1
1.053702312E0,4.776825607E-1,-4.489727318E-2,2.199050188E-1,5.277827311E-1
1.056105125E0,3.860554695E-1,-9.468132630E-3,2.687727809E-1,4.704968425E-1
1.058508614E0,2.895416021E-1,2.718270384E-2,3.127537966E-1,4.270692872E-1
1.060911270E0,1.856975704E-1,7.116370648E-2,3.567348123E-1,4.084208455E-1
1.063313250E0,8.063183725E-2,1.175880954E-1,3.946073353E-1,4.195752643E-1
1.065715958E0,-2.932066843E-2,1.725643575E-1,4.275930822E-1,4.620324697E-1
1.068119500E0,-1.404948682E-1,2.360924631E-1,4.556920528E-1,5.321030973E-1
1.070522208E0,-2.516690791E-1,3.045073450E-1,4.813476503E-1,6.227018620E-1
1.072924135E0,-3.628432751E-1,3.814741075E-1,5.008947253E-1,7.266864956E-1
1.075326843E0,-4.715740979E-1,4.608842432E-1,5.167768002E-1,8.377676746E-1
1.077730437E0,-5.741963983E-1,5.390726924E-1,5.277720094E-1,9.480739240E-1
1.080133093E0,-6.707102656E-1,6.148177385E-1,5.326588154E-1,1.054314244E0
1.082535072E0,-7.598940134E-1,6.978929639E-1,5.424323678E-1,1.165644189E0
1.084937781E0,-8.344173431E-1,7.785248160E-1,5.522059202E-1,1.267787273E0
1.087341322E0,-9.101623893E-1,8.273926377E-1,5.485408306E-1,1.346800354E0
1.089744031E0,-9.871291518E-1,8.432746530E-1,5.314370990E-1,1.402840509E0
1.092145958E0,-1.051878929E0,8.701519370E-1,5.118899941E-1,1.457959204E0
1.094548666E0,-1.097081661E0,9.312366247E-1,4.862344265E-1,1.518951527E0
1.096952260E0,-1.125180602E0,1.020420313E0,4.569137394E-1,1.586209055E0
1.099354916E0,-1.145949483E0,1.116934180E0,4.190412164E-1,1.654187934E0
1.101756843E0,-1.156944752E0,1.209782958E0,3.750602305E-1,1.715449253E0
1.104159656E0,-1.150836229E0,1.295301557E0,3.261924386E-1,1.763131208E0
1.106563145E0,-1.134954214E0,1.369825006E0,2.687727809E-1,1.799105450E0
1.108965854E0,-1.109298587E0,1.440683246E0,2.101314515E-1,1.830373403E0
1.111367781E0,-1.075091124E0,1.501767993E0,1.441599578E-1,1.852541530E0
1.113770489E0,-1.032331824E0,1.556744218E0,7.696675509E-2,1.869514760E0
1.116174083E0,-9.712471366E-1,1.601946950E0,4.886778072E-3,1.873387016E0
1.118576739E0,-9.016105533E-1,1.636154413E0,-6.963659078E-2,1.869425609E0
1.120978666E0,-8.209787011E-1,1.655701518E0,-1.453816444E-1,1.853777054E0
1.123381479E0,-7.317950130E-1,1.667918444E0,-2.223484069E-1,1.834915445E0
1.125784968E0,-6.377245188E-1,1.667918444E0,-2.980934680E-1,1.810387862E0
1.128187625E0,-5.338805318E-1,1.656923175E0,-3.726168275E-1,1.780243278E0
1.130589604E0,-4.300364852E-1,1.638597727E0,-4.434750974E-1,1.751172193E0
1.132992312E0,-3.176405728E-1,1.612942219E0,-5.118899941E-1,1.721775102E0
1.135395906E0,-2.064663768E-1,1.583621502E0,-5.766398311E-1,1.697939610E0
1.137798562E0,-8.918370306E-2,1.555522561E0,-6.365028620E-1,1.683074587E0
1.140200489E0,2.809897438E-2,1.526201844E0,-6.963658929E-1,1.677798283E0
1.142603197E0,1.453816444E-1,1.496881247E0,-7.501204610E-1,1.680615957E0
1.145006791E0,2.651077211E-1,1.468782187E0,-8.026533127E-1,1.694654996E0
1.147409447E0,3.811686933E-1,1.437018156E0,-8.527427912E-1,1.713908113E0
1.149811427E0,5.008947253E-1,1.407697558E0,-9.016105533E-1,1.745110177E0
1.152214135E0,6.181774139E-1,1.377155185E0,-9.492566586E-1,1.783195985E0
1.154617677E0,7.293516397E-1,1.346612811E0,-9.932376146E-1,1.825333075E0
1.157020385E0,8.393041492E-1,1.316070437E0,-1.037218690E0,1.874111913E0
1.159422312E0,9.455915689E-1,1.286749721E0,-1.076312900E0,1.925699280E0
1.161825020E0,1.048213840E0,1.258650780E0,-1.115407109E0,1.981687932E0
1.164228614E0,1.145949483E0,1.234216928E0,-1.153279662E0,2.041211803E0
1.166631270E0,1.236354828E0,1.212226391E0,-1.188708782E0,2.100260615E0
1.169033250E0,1.318208337E0,1.192679286E0,-1.219251156E0,2.155627630E0
1.171435958E0,1.395175099E0,1.175575495E0,-1.247350097E0,2.210061892E0
1.173839500E0,1.461146593E0,1.162136912E0,-1.273005724E0,2.259658192E0
1.176242208E0,1.521009684E0,1.152363300E0,-1.297439575E0,2.307544384E0
1.178644135E0,1.574764252E0,1.143811464E0,-1.316986680E0,2.350030006E0
1.181046843E0,1.617523551E0,1.136481285E0,-1.334090471E0,2.384904513E0
1.183450437E0,1.652952671E0,1.130372882E0,-1.346307397E0,2.412993782E0
1.185853093E0,1.678608298E0,1.129151106E0,-1.354859233E0,2.434820646E0
1.188255020E0,1.692046881E0,1.130372882E0,-1.360967636E0,2.448060131E0
1.190657833E0,1.701820493E0,1.130372882E0,-1.363411069E0,2.456181098E0
1.193061322E0,1.700598717E0,1.135259628E0,-1.364632726E0,2.458266238E0
1.195463979E0,1.690825224E0,1.140146375E0,-1.363411069E0,2.453102818E0
1.197865958E0,1.672499776E0,1.146254897E0,-1.356080890E0,2.439284971E0
1.200268666E0,1.644400835E0,1.156028390E0,-1.349972486E0,2.421338774E0
1.202672260E0,1.613858461E0,1.163358569E0,-1.342642307E0,2.400131384E0
1.205074916E0,1.573542595E0,1.165802002E0,-1.332868695E0,2.368896276E0
1.207476843E0,1.530783176E0,1.165802002E0,-1.323095202E0,2.335160028E0
1.209879656E0,1.480693698E0,1.159693480E0,-1.316986680E0,2.296039353E0
1.212283145E0,1.431825995E0,1.152363300E0,-1.307213187E0,2.255409757E0
1.214685802E0,1.376849771E0,1.140146375E0,-1.299883008E0,2.210281629E0
1.217087781E0,1.321873426E0,1.127929449E0,-1.292552829E0,2.165702429E0
1.219490489E0,1.266897202E0,1.110825777E0,-1.288887739E0,2.121366076E0
1.221894083E0,1.211920977E0,1.092500329E0,-1.284000993E0,2.076287064E0
1.224296739E0,1.161831498E0,1.069288135E0,-1.280335903E0,2.032852570E0
1.226698666E0,1.111742020E0,1.042410851E0,-1.280335903E0,1.990439832E0
1.229101479E0,1.065317631E0,1.011868477E0,-1.280335903E0,1.948855945E0
1.231504968E0,1.025001645E0,9.788827300E-1,-1.282779217E0,1.911638640E0
1.233907625E0,9.871291518E-1,9.446752667E-1,-1.286444306E0,1.876639090E0
1.236309604E0,9.529217482E-1,9.055810571E-1,-1.291331053E0,1.842735140E0
1.238712312E0,9.248227477E-1,8.628217578E-1,-1.298661232E0,1.812809834E0
1.241115854E0,9.003888369E-1,8.200624585E-1,-1.305991411E0,1.785725639E0
1.243518562E0,8.832851648E-1,7.760814428E-1,-1.310878277E0,1.760936383E0
1.245920489E0,8.649597168E-1,7.296570539E-1,-1.319430113E0,1.738232019E0
1.248323302E0,8.515210748E-1,6.844543815E-1,-1.326760292E0,1.718679381E0
1.250726791E0,8.393041492E-1,6.404733658E-1,-1.331647038E0,1.699388544E0
1.253129447E0,8.295305967E-1,6.013791561E-1,-1.338977218E0,1.686012423E0
1.255531375E0,8.258655071E-1,5.610632300E-1,-1.341420531E0,1.672200594E0
1.257934187E0,8.185353279E-1,5.231906772E-1,-1.343863964E0,1.658221614E0
1.260337677E0,8.124268651E-1,4.914266169E-1,-1.342642307E0,1.644453069E0
1.262740385E0,8.087617755E-1,4.596625566E-1,-1.337755442E0,1.629409371E0
1.265142312E0,8.002098799E-1,4.291202128E-1,-1.330425382E0,1.610748803E0
1.267545020E0,7.916580439E-1,3.997995257E-1,-1.319430113E0,1.589798082E0
1.269948614E0,7.794411182E-1,3.704788685E-1,-1.301104665E0,1.561299586E0
1.272351270E0,7.635591030E-1,3.387148082E-1,-1.276670814E0,1.525660051E0
1.274753197E0,7.403468490E-1,3.106158376E-1,-1.246128440E0,1.482373686E0
1.277156010E0,7.134696245E-1,2.776300907E-1,-1.210699320E0,1.432449027E0
1.279559500E0,6.829272509E-1,2.409792393E-1,-1.169161677E0,1.375281663E0
1.281962156E0,6.462764144E-1,2.018850148E-1,-1.122737288E0,1.311094879E0
1.284364135E0,6.096255779E-1,1.603474021E-1,-1.072647810E0,1.244157530E0
1.286766843E0,5.693096519E-1,1.188097894E-1,-1.021336675E0,1.175311809E0
1.289170437E0,5.289937258E-1,7.605048269E-2,-9.688037634E-1,1.106435163E0
1.291573093E0,4.850127101E-1,3.817795217E-2,-9.138274789E-1,1.035265930E0
1.293975020E0,4.410317242E-1,2.748812549E-3,-8.588512540E-1,9.654750200E-1
1.296377833E0,3.970507085E-1,-3.023693897E-2,-8.038749695E-1,8.970944790E-1
1.298781322E0,3.506263196E-1,-6.200099736E-2,-7.525638342E-1,8.325474546E-1
1.301183979E0,3.066453338E-1,-8.765657991E-2,-7.000309825E-1,7.692583527E-1
1.303585958E0,2.614426315E-1,-1.072036922E-1,-6.523848772E-1,7.109507080E-1
1.305988666E0,2.174616307E-1,-1.230857223E-1,-6.022953987E-1,6.520731578E-1
1.308392260E0,1.710372269E-1,-1.377460510E-1,-5.583143830E-1,5.999522130E-1
1.310794916E0,1.282779276E-1,-1.487413049E-1,-5.143333673E-1,5.505615454E-1
1.313196843E0,8.551861346E-2,-1.585148573E-1,-4.740174711E-1,5.070827902E-1
1.315599656E0,4.275930673E-2,-1.646233350E-1,-4.373666346E-1,4.692747317E-1
1.318003145E0,3.665083554E-3,-1.658450365E-1,-3.994941115E-1,4.325662425E-1
1.320405802E0,-3.665083647E-2,-1.695101112E-1,-3.652866483E-1,4.043653015E-1
1.322807781E0,-7.452336699E-2,-1.682884246E-1,-3.347443044E-1,3.820058578E-1
1.325210489E0,-1.111742035E-1,-1.670667231E-1,-3.066453338E-1,3.664728560E-1
1.327614031E0,-1.417165697E-1,-1.597365588E-1,-2.822114229E-1,3.538963712E-1
1.330016739E0,-1.710372269E-1,-1.487413049E-1,-2.577775419E-1,3.432593332E-1
1.332418666E0,-1.942494214E-1,-1.353026628E-1,-2.382304370E-1,3.358472709E-1
1.334821375E0,-2.162399292E-1,-1.157555580E-1,-2.199050188E-1,3.294196009E-1
1.337224968E0,-2.333436459E-1,-9.254335612E-2,-2.015796006E-1,3.219438852E-1
1.339627625E0,-2.467822880E-1,-6.566607952E-2,-1.844758689E-1,3.150315506E-1
1.342029552E0,-2.577775419E-1,-3.878879920E-2,-1.710372269E-1,3.117812775E-1
1.344432364E0,-2.638860047E-1,-5.803049076E-3,-1.563768983E-1,3.067950996E-1
1.346835854E0,-2.675510943E-1,2.473931387E-2,-1.417165697E-1,3.037749296E-1
1.349238562E0,-2.675510943E-1,6.016845629E-2,-1.307213157E-1,3.037958090E-1
1.351640489E0,-2.687727809E-1,9.681928903E-2,-1.185043678E-1,3.092831513E-1
1.354043197E0,-2.614426315E-1,1.310267299E-1,-1.050657257E-1,3.107395376E-1
1.356446791E0,-2.541124523E-1,1.664558798E-1,-9.407047927E-2,3.180093605E-1
1.358849447E0,-2.406738251E-1,2.043284029E-1,-8.307522535E-2,3.264590011E-1
1.361251375E0,-2.260134816E-1,2.409792393E-1,-7.452336699E-2,3.386839528E-1
1.363654187E0,-2.076880634E-1,2.788517773E-1,-6.597150117E-2,3.538995399E-1
1.366057677E0,-1.844758689E-1,3.167243004E-1,-5.864133686E-2,3.711932584E-1
1.368460333E0,-1.624853760E-1,3.545968235E-1,-5.497625470E-2,3.939070870E-1
1.370862312E0,-1.294996142E-1,3.936910629E-1,-5.131116882E-2,4.176070392E-1
1.373265020E0,-1.001789495E-1,4.303418994E-1,-4.886778072E-2,4.445424977E-1
1.375668562E0,-6.230641901E-2,4.669927359E-1,-5.008947477E-2,4.737860917E-1
1.378071270E0,-2.076880634E-2,5.012001991E-1,-5.253286287E-2,5.043735566E-1
1.380473197E0,2.443389036E-2,5.317425132E-1,-5.741964281E-2,5.353915676E-1
1.382875906E0,7.207997888E-2,5.622848868E-1,-6.108472496E-2,5.701676604E-1
1.385279500E0,1.258345395E-1,5.903838873E-1,-6.841489673E-2,6.075097232E-1
1.387682156E0,1.832541823E-1,6.172611713E-1,-7.941014320E-2,6.487676162E-1
1.390084135E0,2.480039895E-1,6.380299330E-1,-8.918370306E-2,6.903201482E-1
1.392486843E0,3.151971996E-1,6.600204706E-1,-1.001789495E-1,7.382493604E-1
1.394890385E0,3.860554695E-1,6.746807694E-1,-1.111742035E-1,7.852341496E-1
1.397293093E0,4.593571424E-1,6.832326651E-1,-1.246128380E-1,8.326729360E-1
1.399695020E0,5.363239050E-1,6.881194115E-1,-1.368297935E-1,8.831047774E-1
1.402097729E0,6.059604883E-1,6.881194115E-1,-1.466033459E-1,9.285413178E-1
1.404501322E0,6.804838181E-1,6.832326651E-1,-1.551551968E-1,9.766976177E-1
1.406903979E0,7.513421178E-1,6.734591126E-1,-1.588202864E-1,1.021413745E0
1.409305906E0,8.160919547E-1,6.563553810E-1,-1.612636745E-1,1.059629387E0
1.411708718E0,8.771766424E-1,6.306998134E-1,-1.600419879E-1,1.092169655E0
1.414112208E0,9.272661209E-1,6.013791561E-1,-1.563768983E-1,1.116213726E0
1.416514916E0,9.700254202E-1,5.683933496E-1,-1.466033459E-1,1.133804594E0
1.418916843E0,1.004232883E0,5.317425132E-1,-1.380514801E-1,1.144679866E0
1.421319552E0,1.031110168E0,4.926483035E-1,-1.270562261E-1,1.149797292E0
1.423723145E0,1.050657272E0,4.547757804E-1,-1.136175916E-1,1.150482799E0
1.426125802E0,1.060430884E0,4.156815708E-1,-1.001789495E-1,1.143389982E0
1.428527729E0,1.064095974E0,3.778090179E-1,-8.796200156E-2,1.132597550E0
1.430930541E0,1.064095974E0,3.448232710E-1,-7.818844914E-2,1.121301371E0
1.433334031E0,1.059209108E0,3.118375242E-1,-6.963659078E-2,1.106352490E0
1.435736687E0,1.050657272E0,2.837385535E-1,-6.597150117E-2,1.090293772E0
1.438138666E0,1.043327093E0,2.605263591E-1,-6.352811307E-2,1.077237777E0
1.440541375E0,1.034775257E0,2.360924631E-1,-6.597150117E-2,1.063415123E0
1.442944916E0,1.026223421E0,2.128802687E-1,-7.085828483E-2,1.050463429E0
1.445347625E0,1.021336675E0,1.896680743E-1,-8.185353130E-2,1.042018513E0
1.447749552E0,1.015228152E0,1.688992679E-1,-9.407047927E-2,1.033472021E0
1.450152260E0,1.012784719E0,1.469087601E-1,-1.099525094E-1,1.029273834E0
1.452555854E0,1.015228152E0,1.249182671E-1,-1.258345395E-1,1.030595510E0
1.454958510E0,1.017671585E0,1.041494608E-1,-1.441599578E-1,1.033094700E0
1.457360489E0,1.022558331E0,8.582404256E-2,-1.624853760E-1,1.038938307E0
1.459763197E0,1.031110168E0,6.627693027E-2,-1.783674061E-1,1.048520739E0
1.462166739E0,1.043327093E0,4.795150831E-2,-1.942494214E-1,1.062338745E0
1.464569447E0,1.053100705E0,2.962609194E-2,-2.089097649E-1,1.074030768E0
1.466971375E0,1.064095974E0,1.130067464E-2,-2.211267054E-1,1.086887743E0
1.469374083E0,1.079977989E0,-9.468132630E-3,-2.309002578E-1,1.104426110E0
1.471777677E0,1.093416572E0,-3.023693897E-2,-2.370087355E-1,1.119217232E0
1.474180333E0,1.105633497E0,-4.856235534E-2,-2.406738251E-1,1.132566829E0
1.476582260E0,1.117850542E0,-6.688777357E-2,-2.443388999E-1,1.146196016E0
1.478985072E0,1.130067468E0,-7.910472155E-2,-2.443388999E-1,1.158883746E0
1.481388562E0,1.145949483E0,-9.132166207E-2,-2.431172132E-1,1.175008869E0
1.483791218E0,1.160609841E0,-9.743013978E-2,-2.394521236E-1,1.189052209E0
1.486193197E0,1.172826767E0,-1.035386100E-1,-2.370087355E-1,1.201006249E0
1.488595906E0,1.186265349E0,-1.035386100E-1,-2.333436459E-1,1.213422836E0
1.490999500E0,1.200925708E0,-1.023169160E-1,-2.284568697E-1,1.226737074E0
1.493402156E0,1.214364409E0,-9.743013978E-2,-2.247917950E-1,1.238832072E0
1.495804083E0,1.221694469E0,-9.009996802E-2,-2.211267054E-1,1.244810187E0
1.498206895E0,1.231468081E0,-7.910472155E-2,-2.186833173E-1,1.253233253E0
1.500610385E0,1.242463350E0,-6.566607952E-2,-2.150182426E-1,1.262640113E0
1.503013041E0,1.246128440E0,-4.978405312E-2,-2.137965411E-1,1.265315574E0
1.505415020E0,1.251015186E0,-2.779355086E-2,-2.125748396E-1,1.269251567E0
1.507817729E0,1.255901933E0,-7.024743594E-3,-2.101314515E-1,1.273379063E0
1.510221270E0,1.254680276E0,1.740914769E-2,-2.089097649E-1,1.272072704E0
1.512623979E0,1.249793530E0,4.062134400E-2,-2.076880634E-1,1.267583643E0
1.515025906E0,1.246128440E0,6.627693027E-2,-2.052446753E-1,1.264655723E0
1.517428614E0,1.236354828E0,8.948912472E-2,-2.003578991E-1,1.255677049E0
1.519832208E0,1.222916245E0,1.139230132E-1,-1.954711229E-1,1.243668588E0
1.522234864E0,1.205812454E0,1.359135211E-1,-1.893626451E-1,1.228134509E0
1.524636791E0,1.183822036E0,1.542389393E-1,-1.808107942E-1,1.207442258E0
1.527039604E0,1.156944752E0,1.688992679E-1,-1.685938388E-1,1.181300979E0
1.529443093E0,1.123958945E0,1.811162084E-1,-1.539335102E-1,1.148817791E0
1.531845802E0,1.086086392E0,1.872246861E-1,-1.368297935E-1,1.110567030E0
1.534247729E0,1.039662004E0,1.896680743E-1,-1.185043678E-1,1.063444566E0
1.536650437E0,9.883508682E-1,1.896680743E-1,-9.895725548E-2,1.011238822E0
1.539054031E0,9.321529269E-1,1.835595965E-1,-7.696675509E-2,9.531668721E-1
1.541456687E0,8.649597168E-1,1.774511337E-1,-5.375456065E-2,8.846093880E-1
