"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.647690509E1,-6.468559265E0,1.409959030E1,4.180950928E1
5.648690509E1,-6.007023811E0,1.396149826E1,4.197735596E1
5.649690509E1,-6.010914803E0,1.618421936E1,4.272534180E1
5.650690509E1,-5.702610016E0,1.560157013E1,4.289452362E1
5.651690509E1,-6.469429016E0,1.411117172E1,4.258317566E1
5.652690509E1,-6.010722160E0,1.516856766E1,4.382045746E1
5.653690509E1,-3.703025579E0,1.621460724E1,4.247286987E1
5.654690509E1,-4.319752693E0,1.709203720E1,4.260212708E1
5.655690509E1,-5.701602936E0,1.486452484E1,4.290308380E1
5.656690509E1,-6.315080643E0,1.323831558E1,4.321618652E1
5.657690509E1,-3.547413588E0,1.416711044E1,4.342903137E1
5.658690509E1,-4.316676140E0,1.459071732E1,4.294070435E1
5.659690509E1,-3.546021700E0,1.414858246E1,4.219116974E1
5.660690509E1,-2.931290865E0,1.373190308E1,4.329463959E1
5.661690509E1,-2.933378458E0,1.375969696E1,4.515143585E1
5.662690509E1,-2.314912319E0,1.285910797E1,4.347483826E1
5.663690509E1,-6.234388351E-1,1.303914261E1,4.397911835E1
5.664690509E1,-2.776164532E0,1.241450882E1,4.377804565E1
5.665690509E1,-4.682750702E-1,1.244489288E1,4.352556610E1
5.666690509E1,-2.931290865E0,1.373190308E1,4.329463959E1
5.667690509E1,-2.314390421E0,1.285216141E1,4.301063538E1
5.668690509E1,-4.671306610E-1,1.098238373E1,4.431635284E1
5.669690509E1,1.224882841E0,1.014213943E1,4.560628510E1
5.670690509E1,-6.382465363E-3,1.042059708E1,4.572720337E1
5.671690509E1,1.224882841E0,1.014213943E1,4.560628510E1
5.672690509E1,1.991811037E0,1.105216599E1,4.654341125E1
5.673690509E1,2.612300634E0,9.545719147E0,4.379052734E1
5.674690509E1,2.303630352E0,8.396522522E0,4.611762238E1
5.675690509E1,1.997322559E0,8.518421173E0,4.471571350E1
5.676690509E1,5.073714256E0,7.556407928E0,4.635102081E1
5.677690509E1,3.379878759E0,8.855091095E0,4.613908386E1
5.678690509E1,4.923402786E0,6.349323273E0,4.465885162E1
5.679690509E1,4.151073456E0,7.392673492E0,4.617520142E1
