"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.585427877E0,1.597326040E0,1.720258355E0,9.136490822E-1
1.590469075E0,1.456178665E0,1.329306602E0,1.120842814E0
1.595510325E0,1.433808088E0,8.600580096E-1,1.363190293E0
1.600551523E0,1.513170242E0,3.045230508E-1,1.573579788E0
1.605592773E0,1.647393346E0,-2.494139671E-1,1.737630367E0
1.610735377E0,1.791203856E0,-6.899004579E-1,1.831906199E0
1.615776627E0,1.913176537E0,-9.556837082E-1,1.829775691E0
1.620817825E0,1.981353402E0,-1.070199370E0,1.713129282E0
1.625859075E0,1.979223013E0,-1.054220557E0,1.498478770E0
1.630900273E0,1.923829317E0,-9.402373433E-1,1.238554478E0
1.635941523E0,1.840206146E0,-7.735236287E-1,9.605206251E-1
1.641082825E0,1.756050229E0,-5.434266925E-1,7.037920952E-1
1.646124075E0,1.685742855E0,-2.531424165E-1,5.237626433E-1
1.651165273E0,1.659643888E0,3.288085759E-2,4.348130822E-1
1.656206523E0,1.668166041E0,2.592493594E-1,4.076488614E-1
1.661247721E0,1.689471245E0,3.961357176E-1,3.852783442E-1
1.666288971E0,1.712907076E0,4.675083756E-1,3.629077971E-1
1.671430846E0,1.721429229E0,4.999989569E-1,3.730278015E-1
1.676472096E0,1.718766093E0,5.463378429E-1,4.001920223E-1
1.681513294E0,1.689471245E0,6.161125898E-1,4.140404463E-1
1.686554544E0,1.619163871E0,7.050621510E-1,3.927351832E-1
1.691595741E0,1.506245971E0,8.190453053E-1,3.463962078E-1
1.696636991E0,1.383740664E0,9.324958920E-1,3.027203977E-1
1.701782669E0,1.270290136E0,1.010792732E0,2.926004231E-1
1.706823919E0,1.174949050E0,1.039022326E0,3.021877706E-1
1.711865116E0,1.137132168E0,1.057664394E0,3.112424910E-1
1.716906366E0,1.186134338E0,1.067784309E0,3.192320168E-1
1.721947564E0,1.283073306E0,1.113590717E0,3.714299202E-1
1.726988814E0,1.400252223E0,1.199344397E0,4.534551799E-1
1.732128919E0,1.517431259E0,1.235030770E0,5.195015073E-1
1.737170169E0,1.625555515E0,1.233965516E0,5.828847289E-1
1.742211366E0,1.713439703E0,1.221182346E0,6.499963403E-1
1.747252616E0,1.754985094E0,1.170049787E0,7.224342823E-1
1.752293814E0,1.748060822E0,1.073110819E0,7.975353599E-1
1.757335064E0,1.693199754E0,9.468769431E-1,8.752995729E-1
1.762480846E0,1.606380820E0,8.041316271E-1,9.599880576E-1
1.767522096E0,1.489201665E0,6.517989635E-1,1.045741677E0
1.772563294E0,1.349119544E0,4.893462658E-1,1.120310187E0
1.777604544E0,1.208504796E0,3.252956867E-1,1.159724951E0
1.782645741E0,1.080140591E0,1.761588007E-1,1.170910120E0
1.787686939E0,9.810711145E-1,4.406612366E-2,1.166649222E0
1.792796575E0,9.091657996E-1,-5.766654015E-2,1.160790205E0
1.797837773E0,8.617615700E-1,-1.077339277E-1,1.151202798E0
1.802879023E0,8.324668407E-1,-7.897181064E-2,1.125636458E0
1.807920221E0,8.084983826E-1,2.702190913E-2,1.078764915E0
1.812961471E0,7.808015943E-1,1.793545932E-1,1.002598524E0
1.818002669E0,7.504416108E-1,3.423399031E-1,9.029964209E-1
1.823174700E0,7.195489407E-1,4.653778374E-1,8.049921989E-1
1.828215950E0,6.955804825E-1,5.292936563E-1,7.256300449E-1
1.833257148E0,6.913194656E-1,5.463378429E-1,6.585184336E-1
1.838298398E0,7.190163136E-1,5.175757408E-1,5.956678987E-1
1.843339596E0,7.861279249E-1,4.509967566E-1,5.189689398E-1
1.848380846E0,8.899911046E-1,3.615146577E-1,4.348130822E-1
1.853522148E0,9.986479282E-1,2.613798678E-1,3.474614620E-1
1.858563398E0,1.066292167E0,2.059861869E-1,2.686319649E-1
1.863604596E0,1.075346828E0,2.651083171E-1,2.041835636E-1
1.868645846E0,1.018887877E0,4.051904380E-1,1.498551220E-1
1.873687044E0,8.990458250E-1,5.260978341E-1,1.226908937E-1
1.878728294E0,7.259404659E-1,5.559252501E-1,1.173645779E-1
1.883881731E0,5.251383781E-1,4.786936343E-1,1.301477402E-1
1.888922929E0,3.147487342E-1,3.428725302E-1,1.450614333E-1
1.893964127E0,1.267297417E-1,2.182367146E-1,1.493224949E-1
1.899005377E0,-2.986399643E-2,1.426030099E-1,1.434635371E-1
1.904046575E0,-1.790008992E-1,1.069166735E-1,1.317456514E-1
1.909087825E0,-3.041693866E-1,1.079819351E-1,1.013856307E-1
1.914217564E0,-3.856620193E-1,1.324830055E-1,2.788244002E-2
1.919258814E0,-4.272073209E-1,1.692345887E-1,-8.077443391E-2
1.924300012E0,-4.580999613E-1,2.246282995E-1,-2.197913080E-1
