"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.669547598E1,1.950987816E1,3.258626556E1,2.767198181E1
5.670547598E1,2.073912811E1,3.378189850E1,2.753395081E1
5.671547598E1,1.966515923E1,3.227988815E1,2.675080872E1
5.672547598E1,2.227768135E1,3.278959656E1,2.866706085E1
5.673547598E1,2.120190811E1,3.348250580E1,2.677510834E1
5.674547598E1,2.258793449E1,3.290461349E1,2.619721222E1
5.675547598E1,2.212388802E1,3.437865448E1,2.663289642E1
5.676547598E1,2.151119232E1,3.230790329E1,2.679640198E1
5.677547598E1,2.197068596E1,3.378899384E1,2.679067993E1
5.678547598E1,2.212745094E1,3.114723206E1,2.744422913E1
5.679547598E1,2.351099586E1,3.176019287E1,2.762631226E1
5.680547598E1,2.350883675E1,3.309151077E1,2.792036438E1
5.681547598E1,2.366366005E1,3.337013245E1,2.668287659E1
5.682547598E1,2.382014275E1,3.131105804E1,2.686537933E1
5.683547598E1,2.289810371E1,3.070509720E1,2.669469452E1
5.684547598E1,2.336088753E1,3.040570068E1,2.593585205E1
5.685547598E1,2.474620819E1,2.896883392E1,2.707029724E1
5.686547598E1,2.290030289E1,3.009693146E1,2.546367645E1
5.687547598E1,2.366619682E1,3.188909149E1,2.623579407E1
5.688547598E1,2.551325417E1,3.016673279E1,2.753980255E1
5.689547598E1,2.382101250E1,3.129947662E1,2.609171295E1
5.690547598E1,2.397515106E1,2.970578766E1,2.781640625E1
5.691547598E1,2.259089279E1,3.011542511E1,2.700341034E1
5.692547598E1,2.274516678E1,3.054608917E1,2.607367706E1
5.693547598E1,2.305162239E1,3.056697083E1,2.716440582E1
5.694547598E1,2.335713387E1,3.190295410E1,2.746606445E1
5.695547598E1,2.120397758E1,3.171822357E1,2.710511780E1
5.696547598E1,2.058806419E1,3.287426376E1,2.614781952E1
5.697547598E1,2.197275543E1,3.202471924E1,2.712068939E1
5.698547598E1,2.197129822E1,3.421500778E1,2.570240784E1
5.699547598E1,2.058351326E1,3.582939911E1,2.657778168E1
5.700547598E1,2.104755974E1,3.435536194E1,2.614209747E1
5.701547598E1,2.058552742E1,3.435530853E1,2.659490204E1
5.702547598E1,2.027669525E1,3.682647705E1,2.454666138E1
5.703547598E1,1.965998650E1,3.669057465E1,2.592578125E1
5.704547598E1,1.935165405E1,3.741831970E1,2.560015106E1
5.705547598E1,1.889040375E1,3.697372055E1,2.590335846E1
5.706547598E1,1.750824928E1,3.634222412E1,2.448340607E1
5.707547598E1,1.812143326E1,3.768287659E1,2.479267120E1
5.708547598E1,1.473394394E1,3.839635849E1,2.655731964E1
5.709547598E1,1.719795990E1,3.825387573E1,2.445355225E1
5.710547598E1,1.535241032E1,3.749576569E1,2.488072205E1
5.711547598E1,1.488674545E1,3.928083038E1,2.639611816E1
5.712547598E1,1.381404877E1,3.747241974E1,2.484272766E1
5.713547598E1,1.427224445E1,3.940500641E1,2.545080566E1
5.714547598E1,1.411768532E1,3.955702972E1,2.590949249E1
5.715547598E1,1.412044907E1,3.778348541E1,2.562057495E1
5.716547598E1,1.365862083E1,3.763602448E1,2.607508087E1
5.717547598E1,1.581260204E1,3.621778107E1,2.769272614E1
5.718547598E1,1.627317619E1,3.840812302E1,2.582164764E1
5.719547598E1,1.288516521E1,3.912855148E1,2.805049896E1
5.720547598E1,1.396362877E1,3.796562195E1,2.809079742E1
5.721547598E1,1.365674400E1,3.838465118E1,2.684018707E1
5.722547598E1,1.119057941E1,4.072668457E1,2.814459991E1
5.723547598E1,1.119264793E1,3.896240997E1,2.847461700E1
5.724547598E1,1.165358829E1,4.013479233E1,2.754391479E1
5.725547598E1,1.119158649E1,3.998963928E1,2.815316010E1
5.726547598E1,9.038777351E0,3.980028534E1,2.748274994E1
5.727547598E1,1.042266273E1,3.954037476E1,2.844876862E1
5.728547598E1,8.423004150E0,4.023085785E1,2.730768585E1
5.729547598E1,8.575338364E0,4.083209229E1,2.792357635E1
5.730547598E1,6.731256485E0,4.150174713E1,2.523895264E1
5.731547598E1,6.578838348E0,4.133578873E1,2.415372467E1
5.732547598E1,4.421957016E0,4.250322342E1,2.547944641E1
5.733547598E1,2.879439831E0,4.427194977E1,2.696823883E1
5.734547598E1,3.652968645E0,4.422571564E1,2.311890411E1
5.735547598E1,1.654015541E0,4.302536011E1,2.370214081E1
5.736547598E1,1.809700966E0,4.242415619E1,2.278438568E1
5.737547598E1,1.151146889E-1,4.402229309E1,2.287849426E1
5.738547598E1,-3.465857506E-1,4.503094101E1,2.177197266E1
5.739547598E1,-8.073157668E-1,4.457939148E1,2.161097717E1
5.740547598E1,-2.038709164E0,4.645155334E1,1.985626221E1
5.741547598E1,-2.959683895E0,4.481836319E1,2.000702667E1
5.742547598E1,-3.422528982E0,4.453970337E1,2.154638672E1
5.743547598E1,-3.578479767E0,4.746007156E1,1.980628204E1
5.744547598E1,-2.959958553E0,4.626929092E1,1.844257355E1
5.745547598E1,-5.266492844E0,4.549722672E1,1.839414215E1
5.746547598E1,-5.266492844E0,4.549722672E1,1.839414215E1
5.747547598E1,-5.267691612E0,4.724992371E1,1.729047394E1
5.748547598E1,-5.267691612E0,4.724992371E1,1.729047394E1
5.749547598E1,-7.727494240E0,4.531014633E1,1.818032837E1
5.750547598E1,-5.573487282E0,4.649662781E1,1.651776886E1
5.751547598E1,-8.648936272E0,4.614353561E1,1.567153931E1
5.752547598E1,-7.884781837E0,4.795886230E1,1.799098969E1
5.753547598E1,-8.342884064E0,4.645923615E1,1.675884247E1
5.754547598E1,-9.265315056E0,4.701633453E1,1.549133301E1
5.755547598E1,-1.003484344E1,4.700929260E1,1.578179932E1
5.756547598E1,-1.126381969E1,4.711254883E1,1.404763031E1
5.757547598E1,-9.575614929E0,4.805974197E1,1.655487823E1
5.758547598E1,-1.157071400E1,4.666333008E1,1.389043427E1
5.759547598E1,-1.111115551E1,4.872248077E1,1.310419464E1
5.760547598E1,-1.095727348E1,4.756639099E1,1.451428986E1
5.761547598E1,-1.034108639E1,4.770924377E1,1.359937286E1
5.762547598E1,-1.111113644E1,4.770915222E1,1.435404205E1
5.763547598E1,-1.203346729E1,4.681763840E1,1.480572510E1
5.764547598E1,-1.157212353E1,4.769519806E1,1.387844849E1
5.765547598E1,-1.126138401E1,4.708011627E1,1.188135529E1
5.766547598E1,-1.003275585E1,4.698149872E1,1.392500305E1
5.767547598E1,-1.157231617E1,4.871084595E1,1.278332520E1
5.768547598E1,-1.264816093E1,4.795745850E1,1.276528931E1
5.769547598E1,-1.249509335E1,4.927257538E1,1.182527924E1
5.770547598E1,-1.156781197E1,4.691414642E1,1.094707489E1
5.771547598E1,-1.310758305E1,4.792266083E1,1.089709473E1
5.772547598E1,-1.264621162E1,4.865512848E1,1.012626648E1
5.773547598E1,-1.187509823E1,4.762799072E1,9.693046570E0
5.774547598E1,-1.418451595E1,4.834159851E1,1.040116119E1
5.775547598E1,-1.510568333E1,4.772405243E1,9.456809998E0
5.776547598E1,-1.372306442E1,4.863878632E1,1.009967041E1
5.777547598E1,-1.403331757E1,4.852376556E1,1.256951141E1
5.778547598E1,-1.495079517E1,4.583091736E1,1.087547302E1
5.779547598E1,-1.526049900E1,4.831367493E1,9.600898743E0
5.780547598E1,-1.402869415E1,4.701493073E1,1.026563263E1
5.781547598E1,-1.680146790E1,4.832507324E1,1.188390350E1
